TYPE,PLANETS,GREEK,ENGLISH,SENTIMENT
triple,Saturn Sun Venus,δειγματισμοὺς μυστικων,exposure because of religion,bad
triple,Saturn Sun Venus,ζημίας θηλυκων,punishments because of women,bad
triple,Saturn Sun Venus,ζημίας μυστικων,punishments because of religion,bad
triple,Saturn Sun Venus,ἀστατους μιξεις,unstable with respect to sex,bad
triple,Saturn Sun Venus,ἀστατους συνουσίας,unstable with respect to relationships,bad
triple,Saturn Venus Moon,ἀνωμαλίας,vicissitudes,bad
triple,Saturn Venus Moon,ἀστασιας βίου,instability of life,bad
triple,Saturn Venus Moon,ἀστασιας γυναικος,instability with wife,bad
triple,Saturn Venus Moon,ἀστασιας μητρὸς,instability with mother,bad
triple,Saturn Venus Moon,ἀστασιας τέκνων,instability with children,bad
triple,Saturn Venus Moon,κακοθημείας,bad manners,bad
triple,Saturn Venus Moon,ἀχαριστίας,ingratitude,bad
triple,Saturn Venus Moon,ἀντιζηλίας,jealousy,bad
triple,Saturn Venus Moon,στάσεις,quarrels,bad
triple,Saturn Venus Moon,χωρισμούς,divorces,bad
triple,Saturn Venus Moon,ψόγους,censure,bad
triple,Saturn Venus Moon,δειγματισμοὺς,public exposure,bad
triple,Saturn Venus Moon,ἀθεμίτους μίξεις,unnatural fetishes / sexual vices,bad
triple,Saturn Venus Moon,οὐκ ἀπόρους πραξεις,not without resource in business,good
triple,Saturn Venus Moon,εὐεπινοήτους,accomplished,good
triple,Saturn Venus Moon,νεκρικῶν ὠφελουμένους,profiting from legacies,good
triple,Saturn Venus Moon,οὐ φυλασσοντας,don't retain wealth,bad
triple,Saturn Venus Moon,ἐπιβουλευμένους ὑπο πολλῶν,plotted against by many,bad
triple,Saturn Venus Moon,συνίστορας κακουργίας,accomplices in crime,bad
triple,Saturn Venus Moon,συνίστορας φαρμακείας ,accomplices in poisonings,bad
triple,Saturn Venus Moon,παραινέτας γυναικῶν,seducers of women,bad
triple,Saturn Venus Mercury,συνετούς,intelligent ,good
triple,Saturn Venus Mercury,νοεροὺς,clever,good
triple,Saturn Venus Mercury,πραξεων ἀφορμας εὐφυεῖς,shrewd and designing in business,good
triple,Saturn Venus Mercury,ἀπαρμονους πρωτας πραξεις,unsteady in first enterprises,bad
triple,Saturn Venus Mercury,ψύχοντας προωτας πραξεις,frozen in first enterprises,bad
triple,Saturn Venus Mercury,ἑτέρων ἐπιθυμητάς,covetous of others' property,bad
triple,Saturn Venus Mercury,πουΐστορας,accomplices in many crimes,bad
triple,Saturn Venus Mercury,περιέργους,seekers of curious lore,neutral
triple,Saturn Venus Mercury,ποικίλους,flexible,good
triple,Saturn Venus Mercury,ἰατρικους,healing,good
triple,Saturn Venus Mercury,ἡδομένους τῃ καινότητι,enjoying newness,good
triple,Saturn Venus Mercury,ἡδομένους τῃ μεταβολῃ,enjoying change,good
triple,Saturn Venus Mercury,ἡδομένους τῃ ξενιτειᾳ,enjoying travel,good
triple,Saturn Venus Mercury,ταραχαῖς (θηλυκῶν),disturbances with respect to women,bad
triple,Saturn Venus Mercury,κρίσει ,judgements,bad
triple,Saturn Venus Mercury,γυναικῶν ὑπομέναντες,wronged by women,bad
triple,Saturn Venus Mercury,ἀδικίας,injustices,bad
triple,Saturn Venus Mercury,μείωσιν βιου,loss of livelihood,bad
triple,Saturn Venus Mercury,κακωικὰς αἰτλίας,bad accusations,bad
triple,Saturn Venus Mercury,ἀβεβαιοι περι γυναικος και τεκνων,insecure with respect to wife and children,bad
triple,Saturn Venus Mercury,ἐπίλυπο περι γυναικος και τεκνων,pained with respect to wife and children,bad
triple,Jupiter Sun Moon,ἐνδόξους,distinguished,good
triple,Jupiter Sun Moon,λαμπρούς,brilliant,good
triple,Jupiter Sun Moon,πολυγνωστους,prominent,good
triple,Jupiter Sun Moon,προεστῶτας δημοσίων,supervisors of public affairs,good
triple,Jupiter Sun Moon,προεστῶτας ποιτικῶν,supervisors of civic affairs,good
triple,Jupiter Sun Moon,προεστῶτας βασιλικῶν,supervisors of royal affairs,good
triple,Jupiter Sun Moon,ἡγεμονικούς ,governors,good
triple,Jupiter Sun Moon,στραταρχικούς,generals,good
triple,Jupiter Sun Moon,ἀνυποτάκτους,men without peer,good
triple,Jupiter Sun Moon,τυραννους,tyrants,bad
triple,Jupiter Sun Moon,ἐπιφθόνους,envied,bad
triple,Jupiter Sun Moon,κακολογουμενους,maligned,bad
triple,Jupiter Sun Moon,προδιδομενους,betrayed,bad
triple,Jupiter Sun Moon,μισοῖδίους,hate own family,bad
triple,Jupiter Sun Moon,εὐμετανοήτους,change minds,bad
triple,Jupiter Sun Moon,ποικίλους,fickle,bad
triple,Jupiter Sun Moon,ἀστάτους ταίς γνωμαις,mentally unstable,bad
triple,Jupiter Sun Moon,ὑψαύχενας,arrogant,bad
triple,Jupiter Sun Moon,ὑπὲρ ἑαυτους φρονοῦντας,thinking of themselves,bad
triple,Jupiter Sun Moon,ὑψοταπεινώμασι,falling into vicissitudes,bad
triple,Jupiter Sun Moon,βίον φαντασίᾳ συγκεκοσμημένους,adorned with the pomp of wealth,good
triple,Jupiter Sun Moon,οὐ μέχρι τέλους εὐαιμονίαις,don't stay happy to the end,bad
triple,Jupiter Sun Moon,σφαλλομένους,falter,bad
triple,Jupiter Sun Moon,ὀδυνηρὸν ἔχοντας,come to grief,bad
triple,Jupiter Mars Moon,εὐεπιβόλους,shrewd,good
triple,Jupiter Mars Moon,θρασεῖς,bold,good
triple,Jupiter Mars Moon,δημοσίους,public,good
triple,Jupiter Mars Moon,πολυφίλους,many friends,good
triple,Jupiter Mars Moon,προβιβασμούς ἀπὸ μικρᾶς ὑψομένους,advancing to high place from humble beginnings,good
triple,Jupiter Mars Moon,πίστεως καταξιουμένους,thought worthy of trust,good
triple,Jupiter Mars Moon,στρατιωτικούς,governors,good
triple,Jupiter Mars Moon,ἀθλητικούς,athletes,good
triple,Jupiter Mars Moon,ἐνδόξους,distinguished men,good
triple,Jupiter Mars Moon,ἡγεμονικούς ,leaders,good
triple,Jupiter Mars Moon,ὄχλων προεστῶτας,supervisors of crowds,good
triple,Jupiter Mars Moon,τόπων προεστῶτας,supervisors of places,good
triple,Jupiter Mars Moon,τιμῶν μεταλαμβάνοντας,have a share of offices,good
triple,Jupiter Mars Moon,ὀψωνίων μεταλαμβάνοντας,have a share of stipends,good
triple,Jupiter Mars Moon,ἱερωσυνης μεταλαμβάνοντας,have a share of priesthoods,good
triple,Jupiter Mars Moon,ἐναντιωμασι ,reversals (subject to),bad
triple,Jupiter Mars Moon,κατηγορίαις,criminal charges,bad
triple,Jupiter Mars Moon,προδιδομένους ὑπο ἰδίων,betrayed by own,bad
triple,Jupiter Mars Moon,προδιδομένους ὑπο θηλυκῶν,betrayed by women,bad
triple,Jupiter Mars Moon,περικτηθεντων μειωσιν,loss of possessions,bad
triple,Jupiter Mars Moon,ἐξ ὑστερου περικτωμενους ἀπο μυστικων,later recover possessions because of mysteries,good
triple,Jupiter Mars Sun,ἐπιταράχους,disturbances,bad
triple,Jupiter Mars Sun,ἐπικινδυνους,dangers,bad
triple,Jupiter Mars Sun,θερμοτέρους,enthusiastic in business,good
triple,Jupiter Mars Sun,εὐεπιτεύκτους,effective in business,good
triple,Jupiter Mars Sun,δόξης μετέχοντας,share of glory,good
triple,Jupiter Mars Sun,στρατωτικούς,leaders,good
triple,Jupiter Mars Sun,ἡγεμονικούς ,governors,good
triple,Jupiter Mars Sun,δημοσιων πραγάτων προεστῶτας,supervisors of public affairs,good
triple,Jupiter Mars Sun,ἐπισφαλες δια το φθονους μειζόνων,fall because of the hatred of the great,bad
triple,Jupiter Mars Sun,ἀπειλάς,threats,bad
triple,Jupiter Mars Sun,προδοσίας,betrayals,bad
triple,Jupiter Mars Sun,οἰκείων ἐπιβουλάς,plots from families,bad
triple,Jupiter Mars Sun,καταιτιασμούς,criminal charges,bad
triple,Jupiter Mars Sun,τῃ τῶν μειζόνων προσαγωγῇ ἀναβιβασθέντες,lifted by favour of the great,good
triple,Jupiter Mars Sun,καθῃρέθησαν,destroyed,bad
triple,Jupiter Mars Mercury,πρακτικούς,vigorous,good
triple,Jupiter Mars Mercury,θερμούς,enthusiastic,good
triple,Jupiter Mars Mercury,κεκινημένους,active,good
triple,Jupiter Mars Mercury,ὀψωνίων ἐν δημοσιοις τόποις,salary for public business,good
triple,Jupiter Mars Mercury,ὀψωνίων ἐν στρατιωτικοῦς,salary for military assignment,good
triple,Jupiter Mars Mercury,ὀψωνίων βασιλικὰ,salary for royal business,good
triple,Jupiter Mars Mercury,ὀψωνίων πολιτικὰ,salary for civic business,good
triple,Jupiter Mars Mercury,ἀνωμάλους περὶ τὸν βίον,unsteady in livelihood,good
triple,Jupiter Mars Mercury,περικτωμένων ἀναλωτάς,spendthrift of goods,good
triple,Jupiter Mars Mercury,εὐνοήτους,intelligent,good
triple,Jupiter Mars Mercury,εὐπιστους,trustworthy,good
triple,Jupiter Mars Mercury,οἰκονόμους,economic,good
triple,Jupiter Mars Mercury,ῥᾳδίως ἁμαρτήματα διορθοῦντας,easily correcting mistakes,good
triple,Jupiter Mars Mercury,αἰτίας ἑτέροις ἐπιφέροντας,transferring criticism to others,neutral
triple,Jupiter Mars Mercury,κακολογουμένους,maligned,bad
triple,Jupiter Mars Mercury,ἐναντιώμασι ,reversals (subject to),bad
triple,Jupiter Mars Mercury,ἀθλητικούς,athletes,good
triple,Jupiter Mars Mercury,στεφανηφόρους,prizewinners,good
triple,Jupiter Mars Mercury,ἀσκητὰς,trainers,good
triple,Jupiter Mars Mercury,πολύΐστορας,skilled at many things,good
triple,Jupiter Mars Mercury,φιλεκδημητὰς,fond of travelling,good
triple,Jupiter Mars Mercury,ἐπὶ ξένης πορίζοντας,profiting abroad,good
triple,Jupiter Mars Mercury,ἰδίων ἀστοχοῦντας,failing at their own estates,bad
triple,Jupiter Mars Venus,πολυφίλους,many friends,good
triple,Jupiter Mars Venus,φιλοσυνήθεις,easy to get on with,good
triple,Jupiter Mars Venus,καταξιουμένους συστάσεών μειζόνων,worthy of association with the great,good
triple,Jupiter Mars Venus,καταξιουμένους ὠφελεῖων μειζόνων,worthy of help from the great,good
triple,Jupiter Mars Venus,προκοπαῖς,successful,good
triple,Jupiter Mars Venus,γυναικῶν προβιβαζομένους,successful with women,good
triple,Jupiter Mars Venus,ἀρχιερατικούς,high priests,good
triple,Jupiter Mars Venus,στεφανηφόρους,prizewinners,good
triple,Jupiter Mars Venus,ἀθλητικούς,athletes,good
triple,Jupiter Mars Venus,ἱερῶν προεστῶτας,supervisors of temples,good
triple,Jupiter Mars Venus,ὄχλων προεστῶτας,supervisors of crowds,good
triple,Jupiter Mars Venus,ἡδοναῖς ἐξυπηρετουμένους,cater to own pleasures,bad
triple,Jupiter Mars Venus,ἀστάτως,unsteady,bad
triple,Jupiter Mars Venus,ἀνωμάλως,ups and downs,bad
triple,Jupiter Mars Venus,ἐπιψόγους τὰς συνελεύσις,blameworthy in sex,bad
triple,Jupiter Mars Venus,ἀδιαφόρους τὰς συνελεύσις,indiscriminate in sex,bad
triple,Jupiter Mars Venus,δειγματισμούς ὑπομένοντας,experience public exposure,bad
triple,Jupiter Mars Venus,προδοσίας ὑπομένονιας,experience public betrayal,bad
triple,Jupiter Mars Venus,λυπουμένους περὶ τέκνων,grieved with respect to children,bad
triple,Jupiter Mars Venus,λυπουμένους περὶ σωμάτων,grieved with respect to slaves,bad
triple,Jupiter Mars Venus,ἐπιπλοκαῖς ἡδομένους,enjoying new associations,good
triple,Jupiter Mars Venus,χωρισμούς γυναικῶν,separations from women,bad
triple,Jupiter Sun Mercury,εὐκατορθώτους,easily successful in business,good
triple,Jupiter Sun Mercury,πολυφίλους,many friends,good
triple,Jupiter Sun Mercury,καταξιουμένους πίστεων,worthy of trust,good
triple,Jupiter Sun Mercury,καταξιουμένους τιμῶν,worthy of honours,good
triple,Jupiter Sun Mercury,καταξιουμένους οἰκονομιῶν,worthy of stewardship,good
triple,Jupiter Sun Mercury,συστάσεών τε μειζόνων,associations with the great,good
triple,Jupiter Sun Mercury,προκοπῶν,success,good
triple,Jupiter Sun Mercury,ἀπὸ μικρᾶς τύχης ἀναβιβαζομένους,rise from humble origins,good
triple,Jupiter Sun Mercury,συγκεκοσμημένους,decorated,good
triple,Jupiter Sun Mercury,προς περικτήσις ἀπαραμόνους,lose possessions,bad
triple,Jupiter Sun Mercury,εὐαλώτους,easily deceived,bad
triple,Jupiter Sun Mercury,ἐνδεῖς κατά τινας χρόνας,poor for a while,bad
triple,Jupiter Sun Mercury,μυστικῶς διαπρασσομένους,do things for religion,neutral
triple,Jupiter Sun Mercury,οὐκ αβίους ,not without livelihood,good
triple,Jupiter Sun Mercury,ἐξ ἀπροσδοκητων ὠφελουμένους,benefit from unexpected sources,good
triple,Jupiter Sun Mercury,ἐξ μειζόνων ὠφελουμένους,benefit from people in high places,good
triple,Jupiter Mercury Moon,ἀγαθούς,noble,good
triple,Jupiter Mercury Moon,περικτητικοὺς,propertied,good
triple,Jupiter Mercury Moon,πράξεις εὐεπιβόλους,shrewd,good
triple,Jupiter Mercury Moon,συλλεκτικούς,thrifty,good
triple,Jupiter Mercury Moon,δωρεῶν μεταλαμβάνοντας,share of gifts,good
triple,Jupiter Mercury Moon,πίστεων μεταλαμβάνοντας,share of trusts,good
triple,Jupiter Mercury Moon,μυστικούς,religious,good
triple,Jupiter Mercury Moon,συνετους,intelligent,good
triple,Jupiter Mercury Moon,λογικούς,eloquent,good
triple,Jupiter Mercury Moon,χρημάτων φύλακας,guardians of property,good
triple,Jupiter Mercury Moon,παραθηκῶν φύλακας,guardians of deposits,good
triple,Jupiter Mercury Moon,ἀναγομένους ἀπὸ λόγων,make careers from documents,neutral
triple,Jupiter Mercury Moon,ἀναγομένους ἀπὸ ψήφων,make careers from accounts,neutral
triple,Jupiter Mercury Moon,δανειστικούς,lavish,good
triple,Jupiter Mercury Moon,φορολόγους,tax gatherers,good
triple,Jupiter Mercury Moon,μισθωτάς,stipend holders,good
triple,Jupiter Mercury Moon,πολυφίλους,many friends,good
triple,Jupiter Mercury Moon,πολυγνώστους,well known,good
triple,Jupiter Mercury Moon,ἐπιτροπικούς,trustees,good
triple,Jupiter Mercury Moon,διοικητὰς πραγμάτων,administrators of business,good
triple,Jupiter Mercury Moon,εὐμεταδότους,generous,good
triple,Jupiter Mercury Moon,ἀθλητικούς,athletes,good
triple,Jupiter Mercury Moon,στεφανηφόρους,prizewinners,good
triple,Jupiter Mercury Moon,καταξιουμένους τιμῶν,worthy of honours,good
triple,Jupiter Mercury Moon,καταξιουμένους εἰκόνων,worthy of pictures,good
triple,Jupiter Mercury Moon,καταξιουμένους ἀνδριάντων,worthy of statues,good
triple,Jupiter Mercury Moon,θησαυρῶν εὑρετὰς,discoverers of treasure,good
triple,Jupiter Mercury Moon,ναῶν ἐπιστατας,overseers of temples,good
triple,Jupiter Mercury Moon,ἱερῶν ἐπιστάτας,overseers of shrines,good
triple,Jupiter Mercury Moon,ἀνακτίσουσί τόπους,rebuild places,good
triple,Jupiter Mercury Moon,καταφυτεύσουσι τόπους,replant places,good
triple,Jupiter Mercury Moon,συγκοσμήσαντες τόπους,restore places,good
triple,Jupiter Mercury Moon,ἀειμνήστου φήμης,eternal fame,good
triple,Jupiter Venus Mercury,ἀγαθοί,good,good
triple,Jupiter Venus Mercury,περικτήσιν βιου,possession of livelihood,good
triple,Jupiter Venus Mercury,εὐημερίας πράξεων,success in business,good
triple,Jupiter Venus Mercury,συνετοί,intelligent,good
triple,Jupiter Venus Mercury,ἁπλοῖ,straightforward,good
triple,Jupiter Venus Mercury,εὐμετάδοισι,generous,good
triple,Jupiter Venus Mercury,ἡδεῖς,sweet,good
triple,Jupiter Venus Mercury,φιλοσυμβίωτοι,loving their families,good
triple,Jupiter Venus Mercury,εὐφραντικοί,cheerful,good
triple,Jupiter Venus Mercury,παιδείας μέτοχοι,participants in education,good
triple,Jupiter Venus Mercury,μούσης μέτοχοι,participants in culture,good
triple,Jupiter Venus Mercury,καθάριοι,pure,good
triple,Jupiter Venus Mercury,εὐπρεπεῖς,decent,good
triple,Jupiter Venus Mercury,καταξιουμένοι τιμῆς,worthy of honours,good
triple,Jupiter Venus Mercury,καταξιουμένοι δόξης,worthy of rank,good
triple,Jupiter Venus Mercury,μετὰ μειζόνων ἀναστρεφόμενοι,associated with the great,good
triple,Jupiter Venus Mercury,πίστεων μεταλαμβάνοντας,share in trusts,good
triple,Jupiter Venus Mercury,οἰκονομιῶν μεταλαμβάνοντας,share in stewardship,good
triple,Jupiter Venus Mercury,συγκοσμούμενοι τῷ βίῳ,honoured with livelihoods,good
triple,Jupiter Venus Mercury,φιλοτρόποι,foster young,good
triple,Jupiter Venus Mercury,φιλασκηταὶ,fond of education,good
triple,Jupiter Venus Mercury,σωμάτων κυριεύουσι,masters of slaves,good
triple,Jupiter Venus Mercury,ἐν τέκνων μοίρας ἀνατρέφουσι τινας,rear some slaves like children,good
triple,Jupiter Venus Mercury,ἐν τέκνων μοίρας εὐεργετοῦσι τινας,benefit some slaves like children,good
triple,Jupiter Venus Mercury,ἀπὸ θεῶν τὰ μέλλοντα προγινώσκουσι,know future from gods,good
triple,Jupiter Venus Mercury,φιλόθεοι,pious,good
triple,Jupiter Venus Mercury,περὶ γυναικὸς καὶ τέκνων ἄσταιοι,unsteady with respect to wife and children,bad
triple,Jupiter Venus Mercury,περὶ γυναικὸς καὶ τέκνων ἐπίλυποι,grieved with respect to wife and children,bad
triple,Jupiter Sun Venus,εὐφαντασιώτους,spectacular,good
triple,Jupiter Sun Venus,ἐπιδόξους,glorious,good
triple,Jupiter Sun Venus,μικρολόγους,petty,bad
triple,Jupiter Sun Venus,ἀνωμάλους ταῖς γνώμαις,mentally unstable,bad
triple,Jupiter Sun Venus,ὑψαύχενας,arrogant,bad
triple,Jupiter Sun Venus,παρεκτικοὺς,liberal,good
triple,Jupiter Sun Venus,εὐεργετικούς,beneficent,good
triple,Jupiter Sun Venus,εὐμετανοήτους,changeable,good
triple,Jupiter Sun Venus,ἑτέρων δόξαις καὶ περικτήσεων ἐπαιρομένους,exalted with help of another's fame and possessions,good
triple,Jupiter Sun Venus,ἀπὸ μικρᾶς τύχης ἀναβιβαζομένους,coming from humble origins,neutral
triple,Jupiter Sun Venus,ἀρχιερεῖς,high-priests,good
triple,Jupiter Sun Venus,στεφανηφόροι,prizewinners,good
triple,Jupiter Sun Venus,ἀρχικοί,leaders,good
triple,Jupiter Sun Venus,ἡγεμονικοί,governors,good
triple,Jupiter Sun Venus,δημοσίων πραγμάτων προεστῶτες,preeminent in public matters,good
triple,Jupiter Sun Venus,ὄχλων ἀφηγούμενοι,protectors of masses,good
triple,Jupiter Sun Venus,καταξιουμένοι δωρεῶν,worthy of gifts,good
triple,Jupiter Sun Venus,καταξιουμένοι τιμῶν,worthy of honours,good
triple,Jupiter Sun Venus,τῷ βίῳ συγκοσμοῦνται,granted livelihoods,good
triple,Jupiter Sun Venus,περὶ συνελεύσεις ἀθέμιτοι,unnatural fetishes / sexual vices,bad
triple,Jupiter Sun Venus,περὶ συνελεύσεις ἐπίψογοι,blameworthy in sex,bad
triple,Jupiter Sun Venus,ἐπὶ γυναικὶ εὐφρανθήσονται,happy with wives,good
triple,Jupiter Sun Venus,ἐπὶ τέκνοις εὐφρανθήσονται,happy with children,good
triple,Jupiter Venus Moon,πρακτικούς,vigorous,good
triple,Jupiter Venus Moon,ἐνδόξους,famous,good
triple,Jupiter Venus Moon,ἀρχιερατικούς,high priests,good
triple,Jupiter Venus Moon,στεφανηφόρους,prizewinners,good
triple,Jupiter Venus Moon,ἱερῶν προεστῶτας,overseers of temples,good
triple,Jupiter Venus Moon,ναῶν προεστῶτας,overseers of shrines,good
triple,Jupiter Venus Moon,δωρηματικούς,benefactors,good
triple,Jupiter Venus Moon,φιλδόξους,eager for fame,bad
triple,Jupiter Venus Moon,ὄχλων ἡδοναῖς ἐξυπηρετοῦντας,catering to pleasures of masses,bad
triple,Jupiter Venus Moon,πόλεών πίστεις ἀναδεχομένους,receive trusts of cities,good
triple,Jupiter Venus Moon,χωρῶν πίστεις ἀναδεχομένους,receive trusts of villages,good
triple,Jupiter Venus Moon,τιμῶν καταξιουμένους,worthy of honours,good
triple,Jupiter Venus Moon,εὐφημουμένους,well-spoken,good
triple,Jupiter Venus Moon,ἀντιζηλουμένους ἀπό οἰκείων,envied by family,neutral
triple,Jupiter Venus Moon,ἀντιζηλουμένους ἀπό φιλικῶν,envied by friends,neutral
triple,Jupiter Venus Moon,ἔχθρας ὑπομένοντας,experience hostility,bad
triple,Jupiter Venus Moon,ἀντικαταστάσεις ὑπομένοντας,experience opposition,bad
triple,Jupiter Venus Moon,περὶ γυναικὸς καὶ συνθηείας ἀστάτους,unsteady with respect to wife and close friends,bad
triple,Jupiter Venus Moon,περὶ γυναικὸς καὶ συνθηείας φιλονείκους,quarrelsome with respect to wife and close friends,bad
triple,Jupiter Venus Moon,μετὰ ζηλοτυπιῶν διάγοντας,live with jealousy,bad
triple,Jupiter Venus Moon,μετὰ χωρισμῶν διάγοντας,live with separation,bad
triple,Jupiter Venus Moon,μετ᾽ ἀνάγκης διάγοντας,live with pain,bad
triple,Jupiter Venus Moon,μετεώρους,in suspense,bad
triple,Jupiter Venus Moon,συγγενέσι συνέρχονται,close with relatives,good
triple,Jupiter Venus Moon,οὐδε ἀτάραχον τὴν συνοίκησιν,not undisturbed home life,bad
triple,Jupiter Venus Moon,ἐν μετουσίαις γινομένους,get into partnerships,neutral
triple,Jupiter Venus Moon,περὶ βίον εὐφαντασίωτοι,spectacular in manner of life,good
triple,Jupiter Venus Moon,οὐ ἀληθείας ἀνάμεστοι,full of false show,bad
triple,Sun Venus Moon,ἐνδόξους,famous,good
triple,Sun Venus Moon,πρακτικούς,vigorous,good
triple,Sun Venus Moon,ἐν φαντασίαις,live with ostentation,bad
triple,Sun Venus Moon,κακοήθεις,malicious,bad
triple,Sun Venus Moon,ἐπιψόγους,blameworthy,bad
triple,Sun Venus Moon,ὑπὸ τῶν πλείστων διαβαλλομένους,slandered by most people,bad
triple,Sun Venus Moon,φθονουμένους ὑπὸ μειζόντων,envied and hated by the great,bad
triple,Sun Venus Moon,φθονουμένους ὑπὸ φιλικῶν,envied and hated by family,bad
triple,Sun Venus Moon,ἐν προκοπῇ,succeed,good
triple,Sun Venus Moon,κτήσει γινομένους,gain possessions,good
triple,Sun Venus Moon,τῇ τύχῃ ὑψουμένους,raised high by fortune,good
triple,Sun Venus Moon,ἀνωμάλους περὶ γυναικὸς καὶ τέκνων,unsteady with respect to wife and children,bad
triple,Sun Venus Moon,φιλόφιλοι,fond of friends,good
triple,Sun Venus Moon,ἐν ξενιτείαις γινόμενοι,travel much,good
triple,Sun Venus Moon,ἐπὶ ξένης εὐτυχοῦντες,good fortune abroad,good
triple,Mars Venus Moon,οὐκ ἀπόρους,not without resources,good
triple,Mars Venus Moon,οὐδε ἀπράκτους,not inactive,good
triple,Mars Venus Moon,ποικίλους,fickle,bad
triple,Mars Venus Moon,ἀστάτους ταῖς γνώμαις,mentally unstable,bad
triple,Mars Venus Moon,μεγαλοψύχους,quixotic,bad
triple,Mars Venus Moon,ἀκρίτως ἀναλίσκοντας,beginning in confusion,bad
triple,Mars Venus Moon,μὴ ἐπιτιθέντας τέλος πράγμασιν,putting no end to their affairs,bad
triple,Mars Venus Moon,ἁδρεπηβόλους,have great plans,neutral
triple,Mars Venus Moon,καταφρονητάς,contemptuous,bad
triple,Mars Venus Moon,πλανήτας,wandering,bad
triple,Mars Venus Moon,θρασεῖς,bold,good
triple,Mars Venus Moon,δημοσίους,public,good
triple,Mars Venus Moon,στρατιωτικούς,warlike,bad
triple,Mars Venus Moon,ἀδιαφόρους ταῖς χρήσεσιν ἀρρενικῶν καὶ θηλυκῶν,indiscriminate in use of male and female partners,bad
triple,Mars Venus Moon,κακολογουμένους,maligned,bad
triple,Mars Venus Moon,ἐν ἐπηρείαις γινομένους,fall into insulting treatments,bad
triple,Mars Venus Moon,ἐν κρίσεσι γινομένους,fall into trials,bad
triple,Mars Venus Moon,φιλίας εἰς ἔχθρας μετατιθέντας διὰ πανουργιῶν ἀφορμάς,change friendships to enmities through criminal attempts,bad
triple,Mars Venus Moon,τῷ βίῳ σφαλλομένους,fail in their way of life,bad
triple,Sun Mercury Moon,σεμνούς,revered,good
triple,Sun Mercury Moon,καθαρίους,pure,good
triple,Sun Mercury Moon,εὐυποκρίτους,play part well,good
triple,Sun Mercury Moon,οἰκονομικούς,stewards,good
triple,Sun Mercury Moon,πίστεων μεταλαμβάνοντας,share in honours,good
triple,Sun Mercury Moon,τάξεων μεταλαμβάνοντας,share in positions,good
triple,Sun Mercury Moon,εὐεργετικούς,benefactors,good
triple,Sun Mercury Moon,μυστηρίων μετόχους,participants in mysteries,neutral
triple,Sun Mercury Moon,κατορθωτὰς πραγμάτων,troubleshooters,good
triple,Sun Mercury Moon,πλείστην φαντασίαν τῆς ὑπάρξεως κεκτημένους,put on a great show of possessions,bad
triple,Sun Mercury Moon,σωματοφύλακες,bodyguards,good
triple,Sun Mercury Moon,εἰσαγγελεῖς,chamberlains,good
triple,Sun Mercury Moon,χρημάτων τεταγμένοι,in charge of money,good
triple,Sun Mercury Moon,γραμμάτων τεταγμένοι,in charge of records,good
triple,Sun Mercury Moon,ψήφων τεταγμένοι,in charge of accounts,good
triple,Sun Mercury Moon,ὁ λόγος ἐπισχύσει πρὸς συμβουλίαν,speech effective for advice,good
triple,Sun Mercury Moon,ὁ λόγος ἐπισχύσει πρὸς διδαχήν,speech effective for instruction,good
triple,Sun Venus Mercury,πολυμαθεῖς,polymaths,good
triple,Sun Venus Mercury,πολυπείρους,widely experienced,good
triple,Sun Venus Mercury,ἀγαθούς,noble,good
triple,Sun Venus Mercury,τεχνῶν προηγουμένους,prominent in arts,good
triple,Sun Venus Mercury,ἐπιστημῶν προηγουμένους,prominent in sciences,good
triple,Sun Venus Mercury,καταξιουμένους πίστεων,worthy of trusts,good
triple,Sun Venus Mercury,καταξιουμένους τάξεων,worthy of positions,good
triple,Sun Venus Mercury,εὐμετανοήτους ἐν διαπρασσομένους,repenting of what they've done,neutral
triple,Sun Venus Mercury,κατὰ καιρὸν ἀνωμαλοῦντας,sometimes wavering,bad
triple,Sun Venus Mercury,πολυκινήτους,moving in all directions,neutral
triple,Sun Venus Mercury,ἐν ταῖς καινοποιίαις τῶν πράξεων ἡδομένους,enjoying changes in their occupations,neutral
triple,Sun Venus Mercury,πολυφίλους,many friends,good
triple,Sun Venus Mercury,πολυγνώστους,well known,good
triple,Sun Venus Mercury,ἀπὸ μειζόνων ἐν προκοπῇ γινομένους,succeed through assocations with the great,good
triple,Sun Venus Mercury,τῷ βίῳ συγκοσμουμένους,honoured with livelihoods,good
triple,Sun Venus Mercury,τῷ δόξῃ συγκοσμουμένους,honoured with high rank,good
triple,Sun Venus Mercury,ἐπιψόγους,blameworthy ,bad
triple,Venus Mercury Moon,ἀγαθούς ,good,good
triple,Venus Mercury Moon,εὐσυμβιώτους,easy to live with,good
triple,Venus Mercury Moon,ἁπλοῦς,straightforward,good
triple,Venus Mercury Moon,μεταδοτικούς,generous,good
triple,Venus Mercury Moon,φιλογέλωτας,sense of humour,good
triple,Venus Mercury Moon,πολιτικούς,civic-minded,good
triple,Venus Mercury Moon,παιδείας μέτοχους,sharers in education,good
triple,Venus Mercury Moon,ῥυθμῶν μέτοχους,sharers in rhythm,good
triple,Venus Mercury Moon,μηχανικούς,ingenious,good
triple,Venus Mercury Moon,πολυπείρους,widely experienced,good
triple,Venus Mercury Moon,κοσμίους,neat,good
triple,Venus Mercury Moon,καθαρίους,pure,good
